age,city,job_title,seniority_level,language_at_work,company_size,company_type,salary,year,country,experience,skills,skills_2,employment_status,years_of_experience_in_germany,job_title_2,your_seniority_level,skills_3,company_industry,survey,salary_norm,job_category,z_score,modif_z_score
,berlin,backend developer,medior,"english,german,russian",1000+,,91017.67316754271,2021,de,15,javascript / typescript,"nodejs,python,docker,sql,other",full-time employee,7,,,,,it,1.950950060393602,Back End,0.3941599155183579,0.8728823529411776
,berlin,data scientist,medior,"english,german",1000+,,65012.62369110194,2021,de,2,other,r,full-time employee,2,,,,,it,1.3935357574240015,Data Scientist/ ML Engineer,-0.7976702806667978,0.8728823529411761
,berlin,mobile developer,medior,english,101-1000,,89008.19207163592,2021,de,75300,swift,ruby,full-time employee,5,,,,,it,1.9078771369823144,Mobile,0.30206394581314056,0.7379823529411764
,berlin,software engineer,senior,english,101-1000,,109930.436423136,2021,de,15,javascript / typescript,"angular, react,nodejs,sql,docker,terraform,aws",full-time employee,5,,,,,it,2.3563422807351295,Software Engineer,0.27119234042969115,0.8171826923076938
,berlin,product manager,senior,"english,german,russian",1000+,,118204.77034745806,2021,de,16,other,other,full-time employee,10,,,,,it,2.533701377134548,Project managers,0.5445814204265902,1.2711730769230785
,berlin,tech lead / team lead,executive,english,1000+,,139481.62901000053,2021,de,10,scala,"docker,aws,kubernetes,java / scala",full-time employee,5,,,,,it,2.989767625018767,Team leaders,0.46756330897479964,1.000120689655174
,berlin,software / solutions architect,executive,"english,german",101-1000,,147755.96293432257,2021,de,20,java,"java / scala,aws,google cloud,azure,terraform,docker,python",full-time employee,10,,,,,it,3.167126721418185,Architects,0.6764334672621733,1.3257413793103456
,berlin,backend developer,senior,russian,101-1000,,94563.81627796646,2021,de,7,java,"java / scala,kotlin",full-time employee,2,,,,,it,2.0269611017076383,Back End,-0.23653023670740736,0.025942307692307123
,berlin,engineering manager,executive,english,101-1000,,106384.29331271225,2021,de,10,other,"kubernetes,terraform,aws,docker,google cloud",full-time employee,6,,,,,it,2.280331239421093,Other managers,-0.3679173241746981,0.30236206896551737
,berlin,software engineer,executive,"german,russian",11-50,,43972.1745692544,2021,de,30,c / c++,"c / c++,php,javascript / typescript,sql",full-time employee,3,,,,,it,0.9425369122940518,Software Engineer,-1.9433950895423209,2.758472413793105
,berlin,tech lead / team lead,executive,english,1000+,,212768.5866254245,2021,de,7,python,"r,google cloud,docker",full-time employee,5,,,,,it,4.560662478842186,Team leaders,2.317556139520114,3.884189655172416
,berlin,software engineer,executive,english,11-50,,80379.24383627149,2021,de,11,javascript / typescript,"python,nodejs,google cloud,docker,terraform",full-time employee,3,,,,,it,1.7229169364514927,Software Engineer,-1.0243663930778741,1.3257413793103452
,berlin,qa engineer,medior,english,1000+,,96632.39975904697,2021,de,11,python,,full-time employee,6,,,,,it,2.071300875807493,QA/Test Engineers,0.6514868896946983,1.249808823529413
,berlin,network / security engineer / system administrator,medior,"english,russian",101-1000,,86431.32807806134,2021,de,20,bash,"python,other,docker",full-time employee,7,,,,,it,1.8526424469607816,Security,0.1839644081911577,0.5649929411764716
,berlin,backend developer,senior,english,1000+,,81443.08676939861,2021,de,7,go,"php,aws,kubernetes,terraform,docker,azure,google cloud",full-time employee,3,,,,,it,1.7457202488457035,Back End,-0.6700472064167761,0.7458413461538462
,berlin,software engineer,senior,english,1000+,,88653.57776059354,2021,de,9,javascript / typescript,"javascript / typescript, react,nodejs,aws,terraform,docker",full-time employee,3,,,,,it,1.9002760328509107,Software Engineer,-0.43180815099090714,0.3502211538461541
,berlin,qa engineer,medior,"russian,german,english",51-100,,59102.38517372903,2021,de,20,python,"sql,php,python",full-time employee,5,,,,,it,1.266850688567274,QA/Test Engineers,-1.0685407797997881,1.2696470588235298
,berlin,engineering manager,medior,english,101-1000,,102838.15020228851,2021,de,14,sql,"python,java / scala,google cloud,docker",full-time employee,2,,,,,it,2.2043201981070566,Other managers,0.935900913784337,1.6664117647058827
,berlin,software engineer,medior,english,1000+,,82743.33924322065,2021,de,6,go,"ruby,php",full-time employee,0,,,,,it,1.7735909639941836,Software Engineer,0.014941216732171725,0.31741176470588284
,berlin,engineering manager,executive,english,51-100,,141845.72441694967,2021,de,20,java,"java / scala,javascript / typescript, react,nodejs",full-time employee,4,,,,,it,3.0404416525614573,Other managers,0.5272404970569058,1.0931551724137933
,berlin,frontend developer,senior,english,1000+,,141845.72441694967,2021,de,15,javascript / typescript,"react,nodejs,aws",full-time employee,0,,,,,it,3.0404416525614573,Front End,1.3256930775605877,2.5682884615384642
,berlin,engineering manager,executive,english,101-1000,,120568.86575440723,2021,de,10,java,"python,go,kubernetes,terraform,docker,aws",full-time employee,5,,,,,it,2.584375404677239,Other managers,-0.00985419568205634,0.2558448275862073
,berlin,head / principal / vp,executive,"english,german,russian",101-1000,,88653.57776059354,2021,de,8,sql,,full-time employee,3,,,,,it,1.9002760328509107,Leaders,-0.8154962347905003,1.0001206896551733
,berlin,software engineer,senior,english,1000+,,108748.38871966142,2021,de,20,java,java / scala,full-time employee,8,,,,,it,2.331005266963784,Software Engineer,0.23213675757299146,0.7523269230769247
,berlin,software / solutions architect,senior,"english,russian",1000+,,189127.6325559329,2021,de,6,python,"python,java / scala,aws,google cloud,azure,kubernetes,terraform,docker,other",full-time employee,2,,,,,it,4.053922203415277,Architects,2.8879163918285835,5.162519230769236
,berlin,devops,senior,english,101-1000,,111112.48412661058,2021,de,15,python,"python,go,perl,aws,kubernetes,terraform,docker,other",full-time employee,6,,,,,it,2.381679294506475,DevOps Engineer,0.3102479232863908,0.8820384615384627
,berlin,software engineer,senior,"russian,english",1000+,,82743.33924322065,2021,de,10,php,"docker,terraform,aws,javascript / typescript,go",full-time employee,1,,,,,it,1.7735909639941836,Software Engineer,-0.6270860652744061,0.6745
,berlin,frontend developer,senior,"english,russian",51-100,,76833.10072584775,2021,de,4,javascript / typescript,"python,nodejs,angular, react,docker",full-time employee,2,,,,,it,1.6469058951374562,Front End,-0.8223639795579055,0.9987788461538464
,berlin,ml engineer,executive,"english,german,russian",11-50,,177307.1555211871,2021,de,12,scala,"java / scala,python,aws,kubernetes,terraform,docker",full-time employee,4,,,,,it,3.8005520657018215,Data Scientist/ ML Engineer,1.4223983182885096,2.4886724137931044
,berlin,tech lead / team lead,executive,english,101-1000,,109930.436423136,2021,de,15,other,,full-time employee,6,,,,,it,2.3563422807351295,Team leaders,-0.27840154205153766,0.16281034482758625
,berlin,frontend developer,medior,"english,russian",101-1000,,69740.81450500026,2021,de,3,javascript / typescript,react,full-time employee,3,,,,,it,1.4948838125093835,Front End,-0.5809738813604056,0.5554705882352934
,berlin,data scientist,senior,"english,russian",1000+,,127070.12812351742,2021,de,4,python,"java / scala,docker,google cloud",full-time employee,0,,,,,it,2.723728980419639,Data Scientist/ ML Engineer,0.8374982918518399,1.757591346153849
,berlin,backend developer,senior,"english,russian",101-1000,,106384.29331271225,2021,de,14,go,"python,ruby,other",full-time employee,2,,,,,it,2.280331239421093,Back End,0.15402559185959142,0.6226153846153857
,berlin,ml engineer,senior,english,1000+,,94563.81627796646,2021,de,8,python,"java / scala,docker,google cloud,kubernetes,terraform",full-time employee,0,,,,,it,2.0269611017076383,Data Scientist/ ML Engineer,-0.23653023670740736,0.025942307692307123
,berlin,software engineer,medior,"english,russian",1000+,,85107.4346501698,2021,de,8,swift,,full-time employee,1,,,,,it,1.8242649915368745,Software Engineer,0.12328941638536756,0.47611764705882387
,berlin,software engineer,senior,english,1000+,,100474.05479533935,2021,de,14,c# / .net,"go,sql,aws,docker,terraform",full-time employee,7,,,,,it,2.153646170564366,Software Engineer,-0.041252322423907625,0.29833653846153985
,berlin,frontend developer,senior,"english,german",11-50,,42553.7173250849,2021,de,5,javascript / typescript,react,full-time employee,4,,,,,it,0.9121324957684372,Front End,-1.9549758824022025,2.8795961538461565
,berlin,mobile developer,medior,english,1000+,,88653.57776059354,2021,de,4,kotlin,other,full-time employee,1,,,,,it,1.9002760328509107,Mobile,0.2858117158651611,0.7141764705882351
,berlin,software engineer,senior,german,101-1000,,101490.6158203275,2021,de,15,java,"azure,kubernetes,terraform,docker,sql,javascript / typescript,other",full-time employee,15,,,,,it,2.175436002407723,Software Engineer,-0.007664521167146018,0.354112500000001
,berlin,devops,medior,"english,russian",101-1000,,76833.10072584775,2021,de,9,other,"python,sql,aws,kubernetes,terraform,docker",full-time employee,1,,,,,it,1.6469058951374562,DevOps Engineer,-0.2559292824008181,0.07935294117647017
,berlin,qa engineer,executive,"english,russian",1000+,,76833.10072584775,2021,de,10,java,javascript / typescript,full-time employee,1,,,,,it,1.6469058951374562,QA/Test Engineers,-1.1138821752010346,1.4652931034482766
,berlin,head / principal / vp,executive,"english,german",101-1000,,195037.8710733058,2021,de,10,other,other,full-time employee,2,,,,,it,4.180607272272004,Leaders,1.8699772289043122,3.1864310344827613
,berlin,software engineer,senior,english,1000+,,74469.00531889858,2021,de,10,rust,"python,java / scala,sql,php,javascript / typescript,kubernetes,docker",full-time employee,5,,,,,it,1.596231867594765,Software Engineer,-0.9004751452713056,1.1284903846153853
,berlin,engineering manager,other,english,101-1000,,132389.34278915304,2021,de,14,other,"python,go,google cloud,kubernetes,terraform,docker,aws",full-time employee,4,,,,,it,2.837745542390694,Other managers,-0.4668080512065434,0.3687266666666665
,berlin,software engineer,senior,english,51-100,,97518.9355366529,2021,de,15,javascript / typescript,nodejs,full-time employee,6,,,,,it,2.090303636136002,Software Engineer,-0.1388912795656575,0.13619711538461637
,berlin,software engineer,senior,english,11-50,,85107.4346501698,2021,de,8,go,"python,sql,aws,google cloud,kubernetes,terraform,docker",full-time employee,0,,,,,it,1.8242649915368745,Software Engineer,-0.5489748995610064,0.5447884615384615
,berlin,backend developer,medior,english,101-1000,,106384.29331271225,2021,de,9,other,"kubernetes,docker,ruby,python",full-time employee,5,,,,,it,2.280331239421093,Back End,1.098423213264131,1.9044705882352948
,berlin,head / principal / vp,executive,english,11-50,,106384.29331271225,2021,de,15,javascript / typescript,"python,php, react,nodejs,sql,go,aws,google cloud,kubernetes,docker",full-time employee,8,,,,,it,2.280331239421093,Leaders,-0.3679173241746981,0.30236206896551737
,berlin,software engineer,senior,english,101-1000,,143027.77212042426,2021,de,16,python,,full-time employee,9,,,,,it,3.065778666332803,Software Engineer,1.3647486604172883,2.6331442307692345
,berlin,software engineer,senior,"english,german,russian",1000+,,87471.53005711897,2021,de,10,java,,full-time employee,10,,,,,it,1.8749390190795656,Software Engineer,-0.47086373384760644,0.4150769230769225
,berlin,software / solutions architect,executive,english,1000+,,135935.48589957677,2021,de,8,java,"java / scala,azure,docker,terraform",full-time employee,2,,,,,it,2.91375658370473,Architects,0.3780475268516387,0.860568965517242
,berlin,data scientist,executive,english,101-1000,,99.29200709186478,2021,de,4,python,"sql,aws,terraform,docker",full-time employee,3,,,,,it,0.00212830915679302,Data Scientist/ ML Engineer,-3.0508843459700614,4.485006344827589
,berlin,qa engineer,medior,"english,russian",101-1000,,55556.24206330529,2021,de,7,other,sql,full-time employee,1,,,,,it,1.1908396472532374,QA/Test Engineers,-1.231063079279582,1.5077058823529417
,berlin,frontend developer,senior,"english,german",101-1000,,76833.10072584775,2021,de,8,javascript / typescript,"google cloud,docker,other",full-time employee,3,,,,,it,1.6469058951374562,Front End,-0.8223639795579055,0.9987788461538464
,berlin,tech lead / team lead,executive,english,101-1000,,100474.05479533935,2021,de,7,scala,"java / scala,google cloud",full-time employee,3,,,,,it,2.153646170564366,Team leaders,-0.5171102943799651,0.5349482758620688
,berlin,qa engineer,senior,english,101-1000,,82743.33924322065,2021,de,9,c# / .net,"java / scala,javascript / typescript,.net,sql,docker",full-time employee,2,,,,,it,1.7735909639941836,QA/Test Engineers,-0.6270860652744061,0.6745
,berlin,head / principal / vp,executive,english,11-50,,108748.38871966142,2021,de,8,php,"javascript / typescript,go,terraform,docker,aws,sql",full-time employee,5,,,,,it,2.331005266963784,Leaders,-0.30824013609259093,0.20932758620689634
,berlin,engineering manager,executive,"english,german",101-1000,,106384.29331271225,2021,de,12,other,"python,c# / .net core,javascript / typescript, react,go,google cloud,aws,azure,terraform,docker,kubernetes",full-time employee,1,,,,,it,2.280331239421093,Other managers,-0.3679173241746981,0.30236206896551737
,berlin,bi developer / data engineer,senior,english,1000+,,94563.81627796646,2021,de,14,python,"python,java / scala,kubernetes,terraform,docker,aws",full-time employee,6,,,,,it,2.0269611017076383,Data Analyst,-0.23653023670740736,0.025942307692307123
,berlin,frontend developer,medior,"english,russian",1000+,,106384.29331271225,2021,de,4,javascript / typescript,,full-time employee,0,,,,,it,2.280331239421093,Front End,1.098423213264131,1.9044705882352948
,berlin,software engineer,senior,english,1000+,,106384.29331271225,2021,de,10,php,,full-time employee,4,,,,,it,2.280331239421093,Software Engineer,0.15402559185959142,0.6226153846153857
,berlin,other,medior,english,1000+,,76833.10072584775,2021,de,15,other,python,full-time employee,3,project manager,,,,it,1.6469058951374562,"""Other""",-0.2559292824008181,0.07935294117647017
,berlin,frontend developer,medior,"english,russian",11-50,,74469.00531889858,2021,de,8,javascript / typescript,,full-time employee,3,,,,,it,1.596231867594765,Front End,-0.3642774820540144,0.23805882352941193
,berlin,qa engineer,medior,english,101-1000,,73286.957615424,2021,de,15,python,"javascript / typescript,nodejs,kubernetes,docker",full-time employee,2,,,,,it,1.5708948538234198,QA/Test Engineers,-0.4184515818806121,0.3174117647058821
,berlin,devops,executive,english,101-1000,,114658.62723703432,2021,de,7,other,"python,aws,kubernetes,terraform,docker",full-time employee,4,,,,,it,2.4576903358205113,DevOps Engineer,-0.1590471658873239,0.02325862068965506
,berlin,product manager,medior,"english,german,russian",101-1000,,65012.62369110194,2021,de,5,other,,full-time employee,5,,,,,it,1.3935357574240015,Project managers,-0.7976702806667978,0.8728823529411761
,berlin,mobile developer,senior,"english,german",1000+,,85107.4346501698,2021,de,7,kotlin,java / scala,full-time employee,3,,,,,it,1.8242649915368745,Mobile,-0.5489748995610064,0.5447884615384615
,berlin,software engineer,medior,"english,german",1000+,,84871.0251094749,2021,de,7,javascript / typescript,"javascript / typescript,azure,docker",full-time employee,7,,,,,it,1.8191975887826055,Software Engineer,0.11245459642004821,0.4602470588235301
,berlin,backend developer,senior,german,1000+,,88653.57776059354,2021,de,10,java,"javascript / typescript,aws,terraform",full-time employee,10,,,,,it,1.9002760328509107,Back End,-0.43180815099090714,0.3502211538461541
,berlin,data scientist,junior,"english,russian",1000+,,78015.14842932232,2021,de,1,python,"sql,aws",full-time employee,1,,,,,it,1.6722429089088016,Data Scientist/ ML Engineer,0.7744410570325684,1.6198622047244104
,berlin,software engineer,senior,"english,russian",11-50,,85107.4346501698,2021,de,8,python,"c / c++,docker",full-time employee,3,,,,,it,1.8242649915368745,Software Engineer,-0.5489748995610064,0.5447884615384615
,berlin,software engineer,senior,english,51-100,,94563.81627796646,2021,de,7,java,"javascript / typescript,angular,sql,aws,docker,python",full-time employee,3,,,,,it,2.0269611017076383,Software Engineer,-0.23653023670740736,0.025942307692307123
,berlin,tech lead / team lead,executive,english,11-50,,82743.33924322065,2021,de,8,swift,,full-time employee,4,,,,,it,1.7735909639941836,Team leaders,-0.9646892049957673,1.2327068965517247
,berlin,software engineer,senior,english,101-1000,,94563.81627796646,2021,de,9,other,,full-time employee,1,,,,,it,2.0269611017076383,Software Engineer,-0.23653023670740736,0.025942307692307123
,berlin,frontend developer,medior,"english,russian",51-100,,70922.86220847483,2021,de,5,javascript / typescript,other,full-time employee,1,,,,,it,1.5202208262807286,Front End,-0.5267997815338085,0.47611764705882387
,berlin,head / principal / vp,senior,english,1000+,,141845.72441694967,2021,de,11,python,,full-time employee,3,,,,,it,3.0404416525614573,Leaders,1.3256930775605877,2.5682884615384642
,berlin,tech lead / team lead,executive,"english,german",1000+,,165486.6784864413,2021,de,10,other,"python,sql,docker",full-time employee,10,,,,,it,3.547181927988367,Team leaders,1.1240123778779754,2.0235000000000016
,berlin,ml engineer,medior,english,1000+,,89220.96065826135,2021,de,4,python,"java / scala,aws,docker",full-time employee,0,,,,,it,1.9124377994611568,Data Scientist/ ML Engineer,0.3118152837819286,0.7522658823529417
,berlin,tech lead / team lead,executive,english,1000+,,104020.1979057631,2021,de,12,php,"docker,google cloud,sql",full-time employee,3,,,,,it,2.2296572118784024,Team leaders,-0.42759451225680467,0.3953965517241377
,berlin,devops,senior,"english,russian",101-1000,,104611.22175750039,2021,de,7,python,"go,kubernetes,terraform,docker",full-time employee,4,,,,,it,2.242325718764075,DevOps Engineer,0.09544221757454191,0.5253317307692323
,berlin,backend developer,senior,english,1000+,,92199.72087101729,2021,de,8,c# / .net,"php,javascript / typescript,angular,.net,sql,docker",full-time employee,4,,,,,it,1.9762870741649472,Back End,-0.3146414024208074,0.15565384615384614
,berlin,frontend developer,senior,english,101-1000,,80379.24383627149,2021,de,7,javascript / typescript,nodejs,full-time employee,3,,,,,it,1.7229169364514927,Front End,-0.7051972309878058,0.8042115384615385
,berlin,software engineer,senior,english,101-1000,,106384.29331271225,2021,de,13,c / c++,"go,ruby,c / c++",full-time employee,4,,,,,it,2.280331239421093,Software Engineer,0.15402559185959142,0.6226153846153857
,berlin,devops,executive,english,101-1000,,124115.00886483098,2021,de,9,python,"python,go,aws,kubernetes,terraform,docker",full-time employee,3,,,,,it,2.6603864459912754,DevOps Engineer,0.07966158644110409,0.3953965517241384
,berlin,backend developer,senior,english,1000+,,102128.92158020377,2021,de,20,scala,"python,java / scala,kotlin,kubernetes",full-time employee,6,,,,,it,2.189117989844249,Back End,0.013425493575471641,0.38913461538461597
,berlin,software engineer,senior,english,101-1000,,73286.957615424,2021,de,16,c# / .net,"sql,c# / .net core,aws,azure,docker",full-time employee,6,,,,,it,1.5708948538234198,Software Engineer,-0.9395307281280053,1.1933461538461545
,berlin,software engineer,medior,english,1000+,,120568.86575440723,2021,de,10,java,"java / scala,google cloud",full-time employee,5,,,,,it,2.584375404677239,Software Engineer,1.748512411183307,2.8567058823529425
,berlin,devops,senior,"english,german,russian",1000+,,100474.05479533935,2021,de,10,other,"python,kubernetes,terraform,docker,azure,google cloud,aws",full-time employee,4,,,,,it,2.153646170564366,DevOps Engineer,-0.041252322423907625,0.29833653846153985
,berlin,backend developer,junior,"english,german",1000+,,53192.146656356126,2021,de,3,java,"kotlin,nodejs",full-time employee,1,,,,,it,1.1401656197105465,Back End,-0.45330588698239743,0.610767716535434
,berlin,software engineer,medior,"german,english",1000+,,88653.57776059354,2021,de,5,python,"java / scala,kotlin,aws,docker",full-time employee,5,,,,,it,1.9002760328509107,Software Engineer,0.2858117158651611,0.7141764705882351
,berlin,other,senior,english,101-1000,,114658.62723703432,2021,de,15,other,other,full-time employee,0,information security manager,,,,it,2.4576903358205113,"""Other""",0.4274146718564905,1.0766057692307707
,berlin,tech lead / team lead,executive,"english,german,russian",1000+,,98346.36892908512,2021,de,10,javascript / typescript,"java / scala, react,nodejs,kubernetes,terraform,docker",full-time employee,4,,,,,it,2.108039545775944,Team leaders,-0.5708197636538612,0.6186793103448273
,berlin,qa engineer,senior,"english,russian,german",51-100,,62648.52828415277,2021,de,5,other,,full-time employee,2,,,,,it,1.3428617298813104,QA/Test Engineers,-1.2910309738383043,1.7770480769230783
,berlin,tech lead / team lead,executive,english,101-1000,,113476.57953355974,2021,de,15,java,"kotlin, react,javascript / typescript,php,terraform,kubernetes,docker,aws",full-time employee,3,,,,,it,2.432353322049166,Team leaders,-0.1888857599283772,0.02325862068965506
,berlin,software engineer,medior,english,101-1000,,130025.24738220387,2021,de,4,java,kotlin,full-time employee,2,,,,,it,2.787071514848003,Software Engineer,2.181905209796091,3.491529411764708
,berlin,frontend developer,senior,english,1000+,,94563.81627796646,2021,de,8,javascript / typescript,"react,docker,java / scala",full-time employee,2,,,,,it,2.0269611017076383,Front End,-0.23653023670740736,0.025942307692307123
,berlin,tech lead / team lead,executive,"english,russian",101-1000,,106384.29331271225,2021,de,11,javascript / typescript,"react,nodejs,sql,aws,docker",full-time employee,3,,,,,it,2.280331239421093,Team leaders,-0.3679173241746981,0.30236206896551737
,berlin,other,senior,"english,german,russian",51-100,,51064.46079010188,2021,de,7,sql,"python,r",full-time employee,3,data analyst,,,,it,1.0945589949221246,"""Other""",-1.6737756858339634,2.4126346153846177
,berlin,backend developer,senior,english,101-1000,,96927.91168491561,2021,de,8,nodejs,"c# / .net core,javascript / typescript,php,.net,sql,azure,docker,kubernetes",full-time employee,2,,,,,it,2.0776351292503294,Back End,-0.15841907099400734,0.1037692307692319
,berlin,software engineer,senior,"english,russian",11-50,,97518.9355366529,2021,de,10,c# / .net,"python,c# / .net core,javascript / typescript,.net,azure,kubernetes,terraform,docker,other",full-time employee,2,,,,,it,2.090303636136002,Software Engineer,-0.1388912795656575,0.13619711538461637
,berlin,software engineer,medior,"russian,english",101-1000,,92908.94949310205,2021,de,8,java,"javascript / typescript,angular,nodejs",full-time employee,3,,,,,it,1.9914892824277548,Software Engineer,0.48083847524091455,0.9998470588235304
,berlin,devops,senior,english,101-1000,,80379.24383627149,2021,de,10,other,"python,javascript / typescript,nodejs,sql,aws,terraform,docker,other",full-time employee,5,,,,,it,1.7229169364514927,DevOps Engineer,-0.7051972309878058,0.8042115384615385
,berlin,tech lead / team lead,executive,english,1000+,,104020.1979057631,2021,de,8,nodejs,"javascript / typescript, react",full-time employee,1,,,,,it,2.2296572118784024,Team leaders,-0.42759451225680467,0.3953965517241377
,berlin,backend developer,senior,english,up to 10,,92199.72087101729,2021,de,8,ruby,"javascript / typescript,go,aws",full-time employee,3,,,,,it,1.9762870741649472,Back End,-0.3146414024208074,0.15565384615384614
,berlin,frontend developer,senior,english,101-1000,,100474.05479533935,2021,de,12,javascript / typescript,angular,full-time employee,6,,,,,it,2.153646170564366,Front End,-0.041252322423907625,0.29833653846153985
,berlin,mobile developer,senior,"english,russian",101-1000,,82743.33924322065,2021,de,17,swift,"ruby,javascript / typescript,kotlin",full-time employee,2,,,,,it,1.7735909639941836,Mobile,-0.6270860652744061,0.6745
,berlin,software / solutions architect,executive,english,101-1000,,93381.76857449187,2021,de,14,java,"java / scala,python,sql,kubernetes,google cloud,docker",full-time employee,6,,,,,it,2.001624087936293,Architects,-0.696141858626286,0.8140517241379311
,berlin,tech lead / team lead,executive,"english,russian",51-100,,96927.91168491561,2021,de,10,kotlin,"java / scala,javascript / typescript,sql,nodejs,aws,kubernetes,docker",full-time employee,6,,,,,it,2.0776351292503294,Team leaders,-0.6066260765031255,0.6745
,berlin,software engineer,medior,english,1000+,,89835.62546406813,2021,de,5,kotlin,"java / scala,javascript / typescript, react",full-time employee,3,,,,,it,1.9256130466222565,Software Engineer,0.33998581569175973,0.7935294117647066
,berlin,bi developer / data engineer,executive,english,101-1000,,177307.1555211871,2021,de,13,python,"python,java / scala,sql,terraform,aws,docker,kubernetes",full-time employee,3,,,,,it,3.8005520657018215,Data Analyst,1.4223983182885096,2.4886724137931044
,berlin,frontend developer,executive,english,101-1000,,100474.05479533935,2021,de,14,javascript / typescript,"nodejs,aws, react",full-time employee,1,,,,,it,2.153646170564366,Front End,-0.5171102943799651,0.5349482758620688
,berlin,qa engineer,medior,"english,russian",1000+,,67376.7190980511,2021,de,3,java,,full-time employee,0,,,,,it,1.4442097849666922,QA/Test Engineers,-0.6893220810136024,0.7141764705882357
,berlin,software engineer,medior,english,1000+,,75651.05302237316,2021,de,8,ruby,"react,kubernetes,docker",full-time employee,4,,,,,it,1.6215688813661107,Software Engineer,-0.31010338222741624,0.15870588235294106
,berlin,tech lead / team lead,executive,"english,german",1000+,,102838.15020228851,2021,de,16,python,"kotlin,swift,kubernetes,docker,terraform,google cloud",full-time employee,9,,,,,it,2.2043201981070566,Team leaders,-0.4574331062978585,0.4419137931034486
,berlin,ml engineer,medior,english,11-50,,76833.10072584775,2021,de,0,python,,full-time employee,0,,,,,it,1.6469058951374562,Data Scientist/ ML Engineer,-0.2559292824008181,0.07935294117647017
,berlin,software engineer,medior,"english,russian",1000+,,100474.05479533935,2021,de,4,python,"aws,java / scala",full-time employee,2,,,,,it,2.153646170564366,Software Engineer,0.8275527141311417,1.5077058823529426
,berlin,software engineer,medior,"english,german,russian",101-1000,,70922.86220847483,2021,de,3,javascript / typescript,"react,nodejs",full-time employee,3,,,,,it,1.5202208262807286,Software Engineer,-0.5267997815338085,0.47611764705882387
,berlin,software engineer,senior,english,11-50,,100474.05479533935,2021,de,9,javascript / typescript,"python, react,nodejs",full-time employee,4,,,,,it,2.153646170564366,Software Engineer,-0.041252322423907625,0.29833653846153985
,berlin,software engineer,senior,"english,russian",1000+,,80379.24383627149,2021,de,6,ruby,javascript / typescript,full-time employee,1,,,,,it,1.7229169364514927,Software Engineer,-0.7051972309878058,0.8042115384615385
,berlin,head / principal / vp,executive,"english,german,russian",101-1000,,141845.72441694967,2021,de,23,sql,"python,sql,aws,google cloud,docker",full-time employee,16,,,,,it,3.0404416525614573,Leaders,0.5272404970569058,1.0931551724137933
,berlin,other,medior,english,101-1000,,65012.62369110194,2021,de,12,other,,full-time employee,25,brand designer,,,,it,1.3935357574240015,"""Other""",-0.7976702806667978,0.8728823529411761
,berlin,data scientist,executive,english,1000+,,283691.44883389934,2021,de,12,other,"python,kubernetes,docker",full-time employee,6,,,,,it,6.0808833051229145,Data Scientist/ ML Engineer,4.107871781983322,6.675224137931038
,berlin,product manager,medior,"english,russian",up to 10,,85107.4346501698,2021,de,1,javascript / typescript,,full-time employee,1,,,,,it,1.8242649915368745,Project managers,0.12328941638536756,0.47611764705882387
,berlin,devops,senior,english,101-1000,,106384.29331271225,2021,de,21,python,"aws,docker",full-time employee,2,,,,,it,2.280331239421093,DevOps Engineer,0.15402559185959142,0.6226153846153857
,berlin,other,medior,english,101-1000,,75651.05302237316,2021,de,5,sql,python,full-time employee,3,data analyst,,,,it,1.6215688813661107,"""Other""",-0.31010338222741624,0.15870588235294106
,berlin,backend developer,medior,english,51-100,,67376.7190980511,2021,de,11,php,"nodejs,sql,docker,aws",full-time employee,0,,,,,it,1.4442097849666922,Back End,-0.6893220810136024,0.7141764705882357
,berlin,software engineer,senior,"english,russian",101-1000,,92199.72087101729,2021,de,7,java,"aws,terraform,docker,sql",full-time employee,3,,,,,it,1.9762870741649472,Software Engineer,-0.3146414024208074,0.15565384615384614
,berlin,tech lead / team lead,executive,english,51-100,,94563.81627796646,2021,de,10,python,"ruby,aws,docker",full-time employee,1,,,,,it,2.0269611017076383,Team leaders,-0.6663032645852327,0.767534482758621
,berlin,other,senior,"english,german,russian",101-1000,,80379.24383627149,2021,de,11,php,"aws,terraform,docker",full-time employee,5,support engineer,,,,it,1.7229169364514927,"""Other""",-0.7051972309878058,0.8042115384615385
,berlin,backend developer,senior,english,101-1000,,86880.50620538168,2021,de,9,php,"sql,go,docker,kubernetes",full-time employee,2,,,,,it,1.8622705121938927,Back End,-0.49039152527595664,0.44750480769230755
,berlin,ml engineer,medior,english,up to 10,,53192.146656356126,2021,de,3,python,javascript / typescript,full-time employee,3,,,,,it,1.1401656197105465,Data Scientist/ ML Engineer,-1.339411278932778,1.6664117647058827
,berlin,software engineer,senior,english,1000+,,130025.24738220387,2021,de,10,javascript / typescript,"python,kotlin,c# / .net core, react,nodejs,sql",full-time employee,2,,,,,it,2.787071514848003,Software Engineer,0.9351372489935897,1.9197307692307726
,berlin,product manager,junior,english,1000+,,53192.146656356126,2021,de,1,other,,full-time employee,1,,,,,it,1.1401656197105465,Project managers,-0.45330588698239743,0.610767716535434
,berlin,head / principal / vp,executive,english,1000+,,133571.3904926276,2021,de,20,java,,full-time employee,7,,,,,it,2.863082556162039,Leaders,0.3183703387695316,0.767534482758621
